text,"label (1=hate, 0=normal)"
din ko jo sojati hoon naw saath mein kya karon adat hai😂😂💔,0
"i have seen enough right wingers who have celebrated mumtaz qadri, literally died when aasia left, stayed mum over forced conversions and supported the demolition of ahmedi mosques, who have been this norway guy, and have had his pic as dp. get out of your touch me not state.",0
    dhoondhty phiry gy log k kabi dc hamza shafqaat hova krta tha islamabad may👌,0
 twitter pe hi meet up plan kr lu 😂,0
 court will never summon ptm worker and leaders jin k narry pori qoum ki feelings ko hurt karty hain when they say abuse our state and army,0
 cheen to ni sktay par jo gham day jataya hai na wo khush ni rehnay detay🌝,0
 esi soxh k sth hen educated persons thankx sister 1 educated and islami aurat e esa soxh skti hai,0
 qaid azam ka koi beta nahi tha phr poota kaha se aa gya?,0
 sir next konse tv pe ??,0
yeh sun'ny sy pehly mjy qabaz thi.. now feeling better.. ✌🏻😪 #tayyarhain ,0
yar srk ab eisa b hu ga 😂😂,0
 hahahahah acha me to shop wale se pooch k btaya😂may be yhi achi ho,0
"putari bund kur dien democracy ki. pakistan ka nizam quran hoh jaise israel ka qanoon unki muzhabi kitab hai.....aqal ya toh le keah paida hota hai ya kisi aqal mund se seekha jata hai. yahodi se aqalmund koi nhi hai, please follow them.",0
esay cooking kartay kartay kitna dil karta hay na kay masala channel pay apna show hona chahye🙇🏻‍♀️itni calls aen or sabhi tareefein karein🙇🏻‍♀️,0
  soch h teri 🤣🤣🤣🤲,0
 ya allah khair tum mar kay ilawa baat nae karti ludo main maar twitter pe maar😒😒,0
mam  g aap b u trun boht l lti h,0
dm ka option hi nae ha kahan share karun 🙄,0
 afsos hai apki soch pr or kuch nhi keh skti. allah hadyat dy ameen,0
rt :   eh behan twitter se bahr nikl k dekh boht vdi duniya hai,0
level ha boss😎,0
  a ja bahi kr lay interaction 🤣😆,0
haaan danday sy akhrot torany sy adhy sy zyda zaya ho jata hai :(,0
and the worst part is that people don't understand that you can't eat. they think aap dramay kar rahay ho.,0
 to tu bataegi nai to pata kaise chalega?  😒😒😒,0
  multan neechy ana ni chahti😂😂 isb ko barish top 4 se nikalna chahti karachi or peshawar neutral😂😂,0
aisa to h ni ki bhen ko chocolate ka pta chljae or vo chocolate ko aise chod de,0
 🤣lrkiyo bs khany ki baaty he krna ap to..,0
bilkul kia pata hmri dua sa kisi ki zndgi ki door chall pry... ,0
 pata tha saifi tumy pasnd aygi,0
 acha kyun kaya kr rahi ho aesa k ungliya nahi chala sakti bhoki kuch kha rahi ho ghee,0
basti malang askri town: hamsai ne 3 bachon ki maan 30 sala aurat ko intahai tashadud ka nishana bnate hue qatal kr di. #whereisrapistlaw,0
abi to aap ne kbi nhi manga thaa😱,0
ive not even been following the news and just found it trending and im just asking if this news is a big mistake of misunderstanding on my part bc it is just too damn ridiculous.,0
please explain why there is a lahore ahmadiyya movement for the propagation of islam which is a breakaway faction because of their diverging views from the common ahmedi belief that ghulam ahmed was a prophet,0
   fakhr bhai shfkat kijye bacha bht dor se gya hua hai..💞,0
hahaha ye aap ne khud ko dm kia naa 😂,0
g bro m nay sorry kiya magr unho nay block ker diya m apni usi bhen ko kehna chahta ho k kisi k mazab pay isi bat nhi kerni chchiy jo kehti hn yohdiy kon yahodi hy or kon muslan hy or kon kitna allah pak ko passand hy,0
 isko bolo ab rona mat,0
"bilawal : tum selected ho, umpire ki unhlee kaisi lagi,  niazi tum beghairat ho. liberals : wow! what a speech bilawal has the courage to speak, sher ka bacha hy tu. imran khan : lightly made fun of bilawal. liberals : selected pm, yahoodi agent, zaani, tumhari himat kaise hui.",0
"aag😉  sahee footage keliye itni drama karti hein baap re baap  aaj bhi dekhe tho bhau air sid baat kar rahe the beech mein ghus gayi,aur tel daali #arisingh   #captaincoolshuklaji",0
"what part of ""further consolidated"" do you not understand? it was zab who used the anti-ahmadiya sentiment to consolidate his power and in the process mainstreamed hate against ahmadis. the guy literally declared them kafirs. but nope. it was all zia's fault for sure.",0
" hm allah pak k mohtaj hain har lmhay, mra jism meri marzi pe gai he ni, ye totally wrong h",0
decided...  kisi celeb sy frndshp ni krni apun newbies sy frndshp kry gi bs 😌 where are u newbies.. 😍,0
  kash ye dakhny sy pahly mera account suspend ho gya hota 🌚🌚😂😂😭😭😭,0
 dost wo nhi jo har waqat ap ki tareef kry,0
"kahe pichware se akhrot todne ki kosis kar rahe ho chacha ..gaan chhil jayega,",0
rt : yar itne arse se january chl ra h abi b 2 din baki hn 🤥,0
   passenger ko black list mai dala hai aur kuch kia nahi hai !  rule violet mat karo shanti se jao koi kuch nahi karega,0
  ab to hum ko bhi pata hai mgr ham nay 2 ghantay pehlay pocha tha,0
 to tumhn yh kaha s pata k khushia charhi hui🙄,0
couldn't the same women power abl to frighten halala polygamy addicted muslims  ???,0
 ustad ye wala scene yes kraoo,0
waoo waitng kb available ho ga??,0
tweet pe tweet pe why..?,0
 hahahaha krti bhi han thora karwati bhi han ab kia ho jata agar hubby kam bhi kr dy thoray bhot relation or mazbot hota😂😂😂🤭,0
 hello shabnam ap picture main really ap hi ho??? i cant blive,0
  aaj ke liye itni attention kaafi hai tum logon ke liye 😂 bye bye 🤣,0
%% koi b lrki mujh sy dosti krna chahti hy whtsap msg kry ...hu real girl.. num ye hai mera  03150855632,0
"srkaar din tau bdlte rehte🙃 life goes on🌸 kbhi us paldre main ,taubkbhi us paldry main🙃",0
  mashallah aap ki niyat bahut acchi hai allah tala aapko kamyab karega sabse bada kam duniya mein hai insaaniyat ki khidmat hai jo aap kah rahi ho,0
"rt : i love staring at you, secretly",0
allah apke hifazat fermaey.,0
ab ti sun lia ab kya faida😏 program cancel😏,0
wo in ki domain my nhn khiyali wala pul wo koi federal government nha ko grant dy ga tu masla hul hona,0
 uber book krwai thi.  driver ny ride b nai li. or cancel b ni karta tha. 😡😡😡,0
 real aurat march 😍😍,0
likhy jo khatt tujhy wo  teri yad main hazaron rang k afsany bn gaye.,0
 reply karti hu na sab ko 🌚🌚😂😂,0
 lagta hsi man chaha job nae de rahy bhai ko😜😜😜,0
 fawad aap plz kuch ghltian  h team m woh sahi kre bs team win zaroor kare gi aaj patel  ny boht acha ball kiya or fielding m bohat mistake hui wrna 70 ya 80 total hota,0
 mana to kuch nahi kya,0
psl anthm sunenay se acha he bnda dinchuk pooja ka song sun le. 😂  #psl2020 #pakistanzindabad #cricket,0
 han je han je bilkol bandi be soni 😍💯🌸 or dono be 😋👌😄😅wo sb sy best hota,0
g g seekh ly seekh ly aap in sy bohat smjhdar hain ye 😉😜😜,0
mil jaay ga kya jaldi hai inshallah 😇😇😇,0
rt : allah ham sabke maa baap ko sehatyaab kare,0
dhaniya ke king ham hain jaisa ham kahenge vaise hi duniya karegi chaliye ye india ki jo media hai jo india ke anchor hai unko bahar se funding hoti hai usse funding yahoodi karte hain aur india ki help yahoo hi karte hain aur usse char guna jyada hamen chahie,0
"    yar us ny ilzam nai lgaya, us ny kaha k controversy hy ye. ye ilzam nai hy bl k aik ajib c kahani hy jo khuda jany sach hy jhot mgr aik perception float kr rhi hy. rahi bat wafadari ki to kia ap ny memo gate k bary nai suna? in ki wafa pakistan sy hti to aaj ye hal hota hamara?",0
mam ya bta do k 30 years se fazal ur rehman hr govt ma shamil ha aur 30 years se ppp aur pmln ki govt ha pakistan ma ab soch lain k kon yahodi agent tha,0
 kyun be tu jaa k rahega waha,0
😂😂😂 tu hi iska official baap hai isiliye dar raha hai tere se baat krne se dusre baap se mil.le   😂😂,0
is bat prr aap khud b amal kre madam,0
ohh acha woo wli ho aik baar mar gai thi fer zinda hui 😂😂,0
  tra dil nhi chahye bhai tu cleb haa ..  choti profiles py na aya kr 🌚,0
hahahaha kher ho aap ki,0
vg bigg boss se door nahi reh sakta kya. baar baar uss toxic environment mein kyun jana hai isse 🤦‍♀️😭😞,0
sir kis performance ki base par jagah banayen gay? keeping ki? qk batting karny to aap aaty nhi hain jaldi sy,0
 pkj khtm krna hota,0
   sacha hai muu py marta hai baat 😂😂😂😂,0
🤣🤣🤣 apka numbr ho ga to 50k like mely gy😉,0
 es ka mtlb soch rahi ho mery bary mai..koi nhi socho sochny pey kis ka xoar hai👍👍🤭😂,0
 shuttle cokc burky mein nojwan aurat ko bhi bhurria samjh kr murd tawju nahi karty jabk modern dress mein bhurria ko bhi ghorney see baaz nahin aate,0
hansa tu nahi chahiye per can't stop myself 🤣🤣🤣 ,0
lagta hai danish ki trah apke khawab main abba nahi atay....warna shyd kuch sharam dilaa detay wo....congrts for the award #merepasstumho,0
bhai jan tw twitter de activate kr le 😂  hm log ajkl bht vely hain :),0
 aur han tumhari jaan ni chori i am dead busy for past couple of days,0
  teri koi b video dekh k tm pay tars ata ha. drama baaz,0
 hum kisi se km nhi,0
 sheerkhorma ko pakistan mai kuch nazar nai ata ?,0
" koi nhi, hum kisi ko dosh to tabhi de sakte hein na jab hum sahi hon.  wahi karo jo sahi hai.",0
rt : aj danish ki pehli jumm e raat ha,0
 chalo aap kehti hain to maan lete hain,0
aur  ansoo bahany ki bhtreen  jagh sajda ha 🖤🖤,0
 his ko nakla q pata hai,0
unadkat ke 8 akhrot to bhool hi gaye log,0
14 fab ko  tujhe pata  masroof hota tu aj hi mil liya .... ,0
chalo dekh len gey in sha allah,0
wo pyar mohabbat wala haaai apke type ka nae hai,0
 bhai koi ilaj nhi h..migraine h jst..dr se cnslt krlo koi tablet bta dega,0
am i the only one who doesn't really like  dry fruit except akhrot and pistachio(only in icecream and kheer though) and it doesn't really matter how expensive chilgozha gets?,0
 koi ik poster btao jis mn aurat k killing ya tezab ya rights ki bat ho posterz mn..,0
 twitter se guzar rha tha socha sister ko hello hi krta chalun😀,0
yr sana ko dekhke kis kis k  man se niklta hai   “ aww mera baby ”  😋😍😘  🤣🤣🤣  specially twitter pe sana ki pics dekh k (  )  such a adorable baby she is   beauty queen   #voteforsana,0
rt : aurat hoti to bhatak jati  maaa nhe bhatak sakti ..  these lines have my heart 💕 #alif,0
fake news hai mohtarmaa... phir thook k chatna paray ga apko,0
   abhi abhi neo news se suna k cabinet ny pm ki pay increase kr d hy? kia yh such ha?,0
"bhai, koi tip hi de dyn phr aap? 😂😂",0
 gadha gadha hi hota hey aur ghorra ghorra halan k dono barbadari k kam krtey naslain aisey hi nain bni.,0
rt : parents: aagy kya parhna ha? me: nikkah,0
 shukar karo main ny notice nae keya 🌚😂😂,0
no one :   chemistry wale sir : ye mdcat ka mcq hai.,0
 nahi nahi mil gai hai attention ap aa gay hen na yahan,0
rt : can a nice and kind yahoodi agent fund me? ya girl's broke af but illzam muft main lagta hai.,0
hero detergent say aap is takleef say bach sakte hain.,0
rt :  mai youtube pee bhi apki video ko like krti hu or apke review ek no hote a sir,0
  kal ap k pm ne kaha pakistan pe qabzay k liay 10 days chahiay  we welcome him tea is ready,0
and moreover they are comparing her with qandeel baloch by saying hareem's end will be same as qandeel's like come on stoppp you are no one to decide  someone's death plus qandeel is dead so let's just not remember her in bad words.,0
yahoodi aor masehi dono ki alag alag baible hai,0
wah mashallah kya bat ha👌👌💞💞😍,0
 wo tu maine read kar liya ha mera jism meri marzi wala message lakin phir bhi asa karna nhi chahye tha kisi ko koi haq nhi banta k koi kisi ko mary jo jasy han bss wasy rahy her insan apna hisab khud de ga allah ko bhi,0
drop your name for a shout-out 🙂,0
sab sa zayada important wali tu apke sath ha bhool b gayen afsos,0
 na milo koi zrori hy..😜😂😆,0
"dr. aamir liaqat  what is ""aamar bil marof w nahi anil munkar""  aap ko b kiya smjhany ki zrorat hy?",0
din mei 20-30 time call karke harras karte hai..,0
phr ek dost naraz krdia mn ny  phr ek sanp asten chor gya meri,0
exactly wohi kia gya hai jiski planning ki gai hai. baqaida mansooba bandi k sath achi bhali team ka bera gharaq kr k ab malba youngsters pe dala jaye ga. koi banda nhi jisko confidence ho k us ne agla match khelna hai. #thankyoumisbah,0
aby pgly bs kr rulay ga kia,0
wo kehti ha muhabat krte ho tu 200 ka load bhejoo!   kya kre ab bechara zaigham?? 😪🌚,0
g ye tu pta ha....abu bakar r.a tu bht e kmal insan thy...allah un per apni croron rehmten nazil frmaey.....,0
 mujy koi gum ny,0
yes wo fahad bhai ki soch or sahi kha ha,0
rt :  meri naseeb dekh tu meri valentine,0
" i agree with you....  i want... law bnain jain aur harassment pr sakht saza di jaye, phansi do rape krny waly ko, beti ko jaidad main hissa do, beti ko taleem do, jobs opportunity ho etc etc  ye ni k kaisy bethna hy, apna khana khud garam kro etc",0
bare pyaare abu hain apke... mashaallah,0
 ye bemari nahi thark hai 😂,0
mei ny jana k zindgi bht tlkh hai...,0
 ye bh subha ki news thi...,0
nope i’m not!  i’m so massom that mjhe kisi ne realise karaya 😂 ,0
chalo hemath to hy us yahodi k khelaf bolny ki ap log to wo b ni kar sakty,0
i mean you're all the same yaar hum ache dost hai par uss nazar se tumko dekha nahin woh sab to teek hai par uss barein mein maine socha nahin,0
khaaas tu hum kaya ha fr,0
"kaam woh sikhon aur hindos k liay kr rahay hain aur kehna “yahoodi agent”ye he zehni pasmandgi patwarion ki.khan aik azeem leader hay,chhor nahin.",0
"sagh, makai ki roti makhan mltani halwa, akhrot dry fruit",0
 yeah single life tab tak best hai jab tak aap ko kese se mohabt naw hoye ho i am also single but 💁😹,0
  na na koi buri bat nhi khudh bhi stalk krti aap,0
 wo khuch pata nhi khn hoty hn🔥,0
 o hello tameez say..ahad k baray main kuch nhi..😒,0
 check kar lo kahin block to nahi ho 😂,0
 blkl lrko se hi fasla rkhna hai naa😂,0
 tameez se bat kar,0
 name bhi mention kr dena tha jis ko bola 😄😄,0
pani zindagi hai.... pani hai to zindagi hai aao sub mil kar pani ko save karen,0
 bro sab khaya karo bro,0
bruh humne apke sath aisa knsa zulm kia ha jo isko wpis bjna ha humare pass!! ???,0
 pata sab ko hai but i dnt know sacha pyar dunia m naxar q ni ata 🙁,0
twitter per aana ajeeb kyun lg raha hai mujhe 😌🙄,0
       chuss thi heavy 😂,0
momin hai tu be-taigh b larta ha sipahi.... proud sons of almomin bawaqar you guys made us proud today. rest in heaven ❤ ,0
were things like this back then too? my best friend was an ahmedi. we never even felt it,0
phr tu bs thk ha thk krti 😜😜😜😜,0
 real or ideal mai farq hai na.. ideal yea u can say,0
dono shair nasir butt or ap bhag k london bill ma chupay wa hn ...,0
dkho to kon aya🙈🙈🙈  welcome api 😘😘  itne time bad ap ki entry meri notification main bahar a gai😍😍❤❤❤ thanku so much❤😘😍  ,0
ye kuch xiada he nhi kr di doll ny...koi nhi mera dialogue tha tm ny keh dia its okey...bary he hamesha chotoun ko mauf krty hain..nxt time??i wil see u,0
   oh sorry sorry jaldi jaldi reply kia na to pta nai chala sorrrryyyyy,0
hum aj tak khud ko nahi samjh saky  or log hamary bare mein pata ni kya kya samjh lety hain.,0
suna ha bari behn jitni shreef ho choti behn utna bara patakha. hoti hai 🙊👀🌚,0
"hakoomat oor opposition mutahid hn ya na hn, aap k abba hazoor nae chotnay walay 😊. relax.",0
 ab hr jga apny sath to mat rkho na humko🤦🏻‍♂️🤣🙏,0
dekh to sai phaly har time bachiun k sath laga howa hai 😠😂😂😂,0
es k baap ka koi atapata nain yeh apni maa sy bhi asy baat kerta hy,0
 😂😂tum mera karo mein tumhara karti hoon kesa😅😂😂,0
#zeenahindarega dallali se,0
 ufff keya fazol libas he .tum seyasat. dan ho ya model,0
  tardeed e hogi ya action bhi hoga?,0
lahore final mein pahonchay ga..rana fawad ko heart attack hojai ga😉,0
rt : baap of masss 😎🔥🔥  when he comes in action genre 😎 no one can defeat him 💪  #awaitingdabangg3,0
